prod_xprod,rotulo_cliente,rotulo_ia
CAIXA CHA MINI Z35280-4,9,48
TERERE INF. METAL ARGOLINHA COLOR CX KOKO JR,9,73
ESPRESSO,9,9
CANELA 6 CENTIMETROS INTEIRA 1KG,9,9
TERERE FLORK,9,9
ARTEMISIA DESIDRATADA CHA PREMIUM 100GR,9,9
ALECRIM DESIDRATADA 6G KITANO,9,9
P/ CAPSULAS NESPRESSO ROSE GOLD,9,73
CONDIMENTO FA 20G CHINICHURRI FA UN,9,9
BANDEJAMESINHA PARA SERVIR CAFE DA MANHAREFEICAO COM PEZINHO GRAOS CAFE ESCURA,9,44
COMPOSTO DA BABILONIA EXTRATO CONCENTRADO NATURAL CHA 100ML,9,9
CRAVO SB5 - DERBY,9,9
CRAVO E CANELA - INCENSO NIRVANA,9,33
CHA DE NO DE CACHORRO - HETEROPTERIS APHRODISIACA O.M. - 100G,9,9
ALFAZEMA NEW BELL 1 L,9,33
DISPLAY LOR CAPSULA ALUMINIO OBRA PRIMA EM SABOR,9,70
CURCUMA E PIPERINA 1 UNIDADE,9,9
CRAVO PARA FERRADURA - 25 UNIDADES,9,73
225UN CAPSULAS EXCIPIENTE,9,30
CURCUMA,9,9
MESTICO  PAPRICA /MESTICO CHICLETE ID PRODUTO = 186546,9,17
BARISTA (A4) (COR) - ISBN: 0000000000000,9,9
"FORMULA C/PICOLINATO CROMO 50MCGMAGNESIO DIMALAT 200MGEXTRATO CHA VERD 250MGMACA PERUANA (LE 1000MGCOMPLEXO B COMPL 0,03",9,21
SACHE FLOR DE LARANJEIRA,9,9
BRONCOS CAFE 41,9,9
CHA BRANCO REFRESCANTE BZ - ONU: 3082 - CL.RISCO: 9 - N.RISCO: 90 - G.EMB: III,9,9
CHAVPCLEF 122K FLY PAPRIKA,9,85
MOEDOR BR SPICES MIX ESPANHOL & PAELLA 90G,9,9
"CAFE NOVO MILENIO 250G 350X215 (0,020MM / P/ MET. / REVISAO)",9,9
CAPSULA 3 CORACAO CAFE EXPRESSO,9,9
3538KIT MATERNIDADE LEAO RN-P BLOOMS,9,61
CAIXA CHA 3 CORACOES 24X10X9,9,48
ESSENCIA PURA ALECRIM 20ML,9,33
CAFE PRONTO GARRAFA DESC 1 L,9,22
BK FLAVOR CAFE 30ML,9,33
IMPRESSO CURCUMA PREMIUM 600ML VERSO GHEE,9,21
ESS NEW CAFE EM GRAO 4355 50ML,9,9
CRAVO VERDE C/12,9,9
CAFE COMPLETO,9,9
AND208K - CAFE - N.39,9,9
CAMOMILA 20GR,9,9
MAYBELLI BAT CLR SENCAL MATE 407,9,33
CX. TERERE OUROPY 500 G COLOSSUS ICE BREAKERS,9,9
"CAFE TREVIZANI TRADICIONAL 500G 350X290 (0,012MM / P/ MET. / REVISAO)",9,9
CURCUMA KG,9,9
CAMOMILA 1 KG,9,9
CHA AROMA SAL AMONIACO 100GR,9,9
ERVA BRAVA,9,12
ESSENC. CRAVO & CANELA 149,9,33
DAKOTA BOTA FEM C/CURTO D0432 37 RISTRETTO RISTRETTO RISTRETTO,9,64
MANDIERVAS CHA BRANCO 10G,9,9
SUPORTE PRETO PARA CAPSULA DE CAFE SUPORTA ATE 24 CAPSULAS REF.SCAP002PT HAUSKRAFT,9,73
TERERE DTR030,9,9
CAFE CONTINENTAL,9,9
CAMOMILA 01 KILO,9,9
CHA KELLI CHAPEU DE COURO 20G,9,9
MOEDOR DE PIMENTA DO REINO EM GRAO OU SAL GROSSO MADEIRA 15 CM,9,44
"POTE G 1,5 L (ERVA MATE)",9,39
CURCUMA,9,9
