prod_xprod,rotulo_cliente,rotulo_ia
LINHA FAZENDA SANTA IZABEL EM GRAOS,61,4
LINHA GRAOS,49,4
LINHA GRAOS SITIO MALHADOR SEABRA BAHIA,49,4
LINHA LEITE,95,7
LINHA LUNA LINHA LUNA ROSA,49,12
LINHA MORANGO,61,15
LINHA PREMIUM CAFEACUCAR,73,8
LINHA WR EM GRAOS FAZENDA PANTANO,22,8
LIP VOLUMOSO,61,8
LIPIND MISTO,58,8
LIPITID MISTO,61,9
LISA MANGA,32,8
LITRO LARANJA,61,7
LITROS CARIJO CORTADA,42,8
LIXAPEX NOVA EMBALAGEM ROSA MOSQUETA POTE,61,8
LIZA GROSSA COR MANTEIGA,61,9
LL LEAO PRET,61,9
LOADED PECA,49,2
LOCAL DE ENTREGA AV OITO CENTRO CHAPADAO DO SUL MS,49,2
LOCALAV PONTA PORA CIDSIDROLANDIALOCAL AV PON,49,2
LOGIN,61,2
LOGIN DVA,49,2
LOGIN PCT PCT,84,1
LOLA ROXO,25,4
LOMA BRANCO,64,12
LONDRESLIT ECONOMICA CENOURA,33,12
LONG CAQUI,9,12
LONG LEAO PEITO REF DISPONIBILIDADE IMEDIATA,9,8
LONGLINE PROJECT,9,12
LONGO DE MANGA,33,15
LONGO MANGA,62,15
LOR,63,4
LORRACI PESSEGO,20,4
LOTE,32,8
LOTE MISTO,54,15
LOTUS,61,12
LOVE CAFE,87,2
LOVE CORACAO TAM,38,12
LOVE CORACAO VERDE LIMA,38,8
LOVER DANIEL LIMA,38,8
LP EMB CHAS UNID,39,4
LP ISLA,65,7
LPZ TREZE TILIAS,61,8
LS PO SUPLEMENTO TIPO,61,8
LS ROMA PRETO,61,8
LSH AB,64,9
LSON ROMA PRETO,55,4
LT ORGANICA,64,9
LT TA,64,9
LUCCIDO SERPENTE,64,9
LUCIFER CEU CONGELADO,61,12
LUCILENE PEREIRA DA SILVA,61,2
LUCKY BIG CHILL UN,48,8
LUCRE SEMPRE COM SOJA,49,7
LUM COGUMELO ONE,42,12
LUMA CAFE IMPERIAL BALDE LUMA,42,12
LUNA MINI PINTADO PRETO,23,12
LUNA PINTADO PRETO,42,8
LUSPOL LOTE,42,8
LUSTY CAQUI,42,8
LUTEGLAN GB,42,8
LUZ TOMATE,42,8
LV AVELA GEN,42,8
LYSPOST MISTO,42,8
LYZ LARANJA,42,8
LYZ LARANJA MONACO,30,7
MAC IPANEMA,61,8
MACAKITO LUIZA LIMA,61,8
MACBION CD,61,8
MACCAO RECORTE,61,8
MACHINHO LARANJA,61,2
MACO DE BOLINHA,18,7
MACO FOLHA,61,12
MACO ROBUSTO GRAND AMAZONIA,90,10
MACVET CD,90,12
MADA KAKI,30,10
MADRUGADA SUJA,62,8
MAES RARAS,62,8
MAESTRO MOIDO UNIDADE,62,8
MAGALI MELANCIA,35,15
MAGMAX TRADICIONAL ML,35,15
MAGNATA DO MERCADO NEGRO,85,8
MAGNATA UN,35,15
MAGNE IMM FAR OL OV,62,7
MAGNE IMM FAR OL OV OV,62,4
MAGNOPHOS SACO,85,11
MAGRA COM CAFE,85,11
MAIS CAFE POR FAVOR FRASE CAFE,85,11
MAIS GRAOS,85,11
MAIS GRAOS LT,85,11
MAJOR PSE BAG FORMULA ESPECIAL,85,11
MALDIçãO DA SANGRIA,85,11
MALEITOSO,85,11
MALTE UND,37,8
MALVA PESSEGO,85,11
MAMAO MELANCIA TECIDO POESIA,85,11
MAMAOZINHO PAPAI,85,11
MAMICA,85,11
MAN PROP RAN,85,11
MANANCIAL TRADICIONAL,85,11
MANE FEM SMART,85,11
MANETAS KILOS,85,11
MANGA,44,8
MANGA AMARRACAO,94,7
MANGA ANGULADA,85,11
MANGA ANTONIOSI,85,11
MANGA COMPOSE TELA,32,9
MANGA DE,85,11
MANGA DE ALINHAMENTO,85,11
MANGA ESPECIAL DUPLA DUAS FLORES AO,44,3
MANGA INTERMEDIATA,23,4
MANGA LISA,32,9
MANGA LONGA MIX,49,9
MANGALETECH,97,9
MANGATRGFCI,31,10
MANHD COST,31,10
MANIP CAROLINA PEREIRA DUTRA,31,12
MANIP IVANILDO LOPES RPREFEITURA,23,3
MANT LR ROLEX,49,2
MANTA KIWI,9,7
MANTEIGA PRECIFICADOR MODELOS MODELO,58,8
MANTRILON,49,8
MANUTENÇÃO GERAL,20,8
MAPOIO CANAS AMÊNDOA,19,12
MAR ASA,49,12
MAR WEDGE CAQUI ANDINO,49,4
MARABUAMBA ALVEJADO,96,4
MARCA INDUSTRIAS REUNIDAS COLOMBO ,82,8
MARCAS DO CATIVEIRO,59,8
MARCY MATERNIDADE ROMA,84,8
MARESIA GERIBA,90,8
MARESIAS LARANJA,73,8
MARFIX ML,22,12
MARGARIDA CHA LEMON,40,8
MARGARIDA DIALETOS LIMA,84,8
MARGARIDA JUNINA,90,8
MARGARIDA PACOTE,84,8
MARGARIDA PACOTE CORTE,61,8
MARGARIDA VT DUFY,87,8
MARIA FLOR UNICA,30,4
MARIA GLORIA DA SILVA,84,2
MARIA LOPES,30,4
MARIA NOVA PRIMAVERA,87,8
MARIA ROSA VACUO,30,7
MARICOTA,61,8
MARIN,44,8
MARINHOLARANJA,30,4
MARIPOSA VERMELHA PREVENDA COM BRINDE,31,8
MARKEN REFRIGERADA,31,8
MARROM TAMARA,84,12
MARROM TAMARA PU GM,94,8
MARROM TAMARINDO METáLICO,64,8
MARROMCAQUI,84,2
MART PINTADO,6,2
MARTA POLVO,84,2
MARVIN PIMENTA PESQUISA,49,3
MASGALA,44,8
MASGALA MM,44,12
MASSA FRACAO GRAMA ITEM,62,8
MASSAI MASTER LOTE,90,10
MASSO ANTICO IL POTERE,90,8
MASSO DE ALPINA,6,9
MASSO DE VERDE,61,8
MASTER BAC BLUE SKY,96,4
MASTER LARANJA ECO,95,12
MASTER LARANJA FLDL,6,12
MAT GERM,49,15
MAT GERM ML,30,15
MAT REC CHA,16,15
MATANDO CARNE BOLSO,16,15
MATERIA PRIMA ACOUGUE MARTINS UN,16,15
MATINA KAKIMENTA,29,8
MATPRODUCAO COND PLING,49,8
MAVERICK LARANJA,32,8
MAVERICK VERDE LIMAO,48,2
MAXIMUS AZ,32,8
MAXIMUS PANIZZON,87,8
MAXPOOL CRAVO,63,8
MB FUSCA GORDO SM ,82,3
MBGPT ENDURO DEEP AVOCADO,49,3
MC BONNA,9,12
MC CRISTINA,12,8
MC DONALDS RESFRIADO SC,22,7
MC LAZZARI TOLEDO TPBS TI MAB REF,32,8
MC MC TOLEDO TPOTI AMB BASTI AMB,49,2
MC MC WAVE EXTTI AMB INTTI AMB,21,9
MC MM AVELA,49,7
MC MM LARANJA,34,4
MC ONE LINE,32,8
MC PETIT POÁ SBL LUX,30,12
MC PREMIUM SHOLDER,30,12
MC PS PREMIUM SAME COLOR,85,2
MC TRAD MARTIM,30,3
MC VIVOLIVO KILOS,30,3
MCF ARCELOR LARANJA,64,8
MCF ARCELOR LARANJA COMPUL,95,8
MCF FERAL COMPUL PED,21,2
MCG,73,4
MCHELSEAVZALWBK MX GRAYTOMATO,49,8
MD,95,8
MD CG NY BR,21,12
MD CG TH,22,12
MD JASMIN PUDICA SC,95,4
MD LIMA HEDSTRON,32,8
MD PRATA,39,8
MD UNA,61,9
MDG,39,8
MED CARN ADICIONAIS,62,4
MEDUSA DANI,2,4
MEIO HANS,2,4
MEIOQUILO,2,4
MEISN PACHI GRAPE,94,2
MEL AC,95,4
MEL FRONTAL,61,4
MEL SWEET LOVE MINNIE INF BRANCO COCO FF OP,69,4
MELA,61,15
MELH OROU MELH OREI AZUL,31,8
MELISSA,39,7
MELISSA LIPIA,48,7
MELISSA LPN,94,12
MELZINHA CAFE,48,8
MEM UM RECLUSO QUE PODE SER ALCOOLICO LOT,48,8
MEMBRANA BB INJT,39,2
MEMBRANA CBT,39,2
MEMBRANA DA TULIPA REFPETML,6,8
MEMBRANA LOTE,6,10
MENINA MOCA,71,8
MENINA MOCA LISA,96,8
MENTRASTO,44,12
MESCLA PAPADA APLICACOES,30,2
MEU BFF COUVE FLOR NANDOG BLACK FRIDAY,6,4
MEU MOMENTO MEIGO SACHESAN,29,2
MEU XUXUZINHO PEPPER BLEND,49,2
MG PAREDAO VC,17,7
MG REG GOCV LISA DF AZUL BRASILIA,94,4
MG REG GOPNCX CP BRRDF CAIC SANTA MARIA,6,12
MGPW COR MAX BR LOTE BAG,9,12
MH AKADA FUJI VEGA,64,2
MICANCA LARANJA,9,12
MICKEY MELANCIA,64,9
MICRO NEW CONF ALECRIM,49,2
MICROCARE MPE,49,2
MICROLOTE LARANJA CARAMELO IVANETE ASSUNCAO,87,2
MIDNIGHT BERRY,84,2
MIGNO BERRY,39,2
MIL LOTE PEN BOL ANAL VAL PUR GERM TERMO DE CONF GO CAT,95,7
MIL TC LOTE PEN BOL ANAL VAL PUR GERM TERMO DE CONF GO CAT,39,12
MILHO CORDA,30,2
MILIANA,73,4
MINAS ESTADO DE ESPIRITO,62,4
MINE BF BROTO AGRO,33,2
MINERAL SIF SP LV,40,7
MINERBLOCK MD LOTEVALIDADE,21,7
MINERBLOCK MD LOTEVALIDADE MG,21,15
MINI ABACAXI FLAMINGO,23,3
MINI CAFE,23,3
MINI CANDORA GRAPEFRUIT,23,3
MINI CORACAO SILVESTRE,23,3
MINI CORACAO UNID,23,3
MINI KIT GREGO JASMINE,23,3
MINI MANGA DUPLA,23,3
MINI ROMA,23,3
MINI SILVIA PIRAR PREROMA PRE,23,3
MINI TULIPA,23,3
MINITIN TAHITI,23,3
MINUTO DE LEITE,23,3
MIOLO,23,3
MIOLO CENTRAL,23,3
MIOLO DE FRCHADURA MIOLO DE INFNACAO,23,3
MIOLO ESPANHOL,23,3
MIOLO MENINA,23,3
MIRAGEM AVELABRANCO FPO VI PRETO,23,3
MIS,23,3
MIS GS,23,3
MIS IWF,23,3
MIS MUNDO NOVO SEM IMPRESSAO,23,3
MISSAO SALVAR AS SEMENTES ,95,8
MIST COZ MES BMA AA ONECELITE,61,8
MISTERIO DA PIRAMIDE DE QUEIJO,34,8
MISTO,17,2
MISTO DO CHEF,42,4
MISTO FARDO,67,2
MISTO MK,6,8
MISTURADO,73,8
MIUDO,73,8
MIX,22,4
MIX DOURADO,84,2
MIX DOURADO MINAS DUCO,83,2
MIX MULT FACIL,48,2
MIX NATURAL,97,8
MIX NATURAL PCT,97,8
MIX PRETBRAN,90,4
MIX ROXO ANTIOXIDANTE PCTE,90,4
MIYA ROXO,90,4
ML ALINE PRETO,90,4
ML ENV ML PET,27,15
ML LARANJA,90,11
ML SLIM CRECORTE,84,7
ML TRAD CACHOEIRA,49,4
ML TRAD ISRAEL,25,7
ML TRAD SULTAO,95,12
ML UNICA UN,42,8
MLATERAL MARI TPO CORA,25,7
MLTM PTO FRES QUARENTEMO LOGO,47,4
MLTM PTO FRES QUE MOVE TEU CORACAO,19,4
MM BLUSTER ESPECIAL,57,8
MM CHARM BLUEBERRY,23,8
MM CRISPY,48,12
MM VELVET SKIN BEG MD,49,7
MNILANE PRETO MEL,90,12
MOCA KLIN BRANCO,19,8
MOCA TECELA,61,2
MOD MS CHAPADAO DO SUL CATEQUISTA PAROQUIA SAO PEDRO APOSTOLO TRADICIONAL DIS,84,3
MODELO LINARES,19,10
MODELO NOVO LARANJA PRE VENDA DIAS UTEIS,20,8
MODELOMORANGO,90,4
MODIF ORG VALLE FR ML,20,7
MOIDO,85,7
MOIDO VENDA DIRETA,62,4
MON LOR BASICA,62,4
MONBACA PINICUN,94,7
MONOGRAFIA MECOBE LOTE FAB VAL,61,2
MONSOY,61,2
MONTE OLIMPO ULTRA,71,8
MONZA MARROM AVELA,18,7
MOPRET,23,10
MOR ALBION PIRAI CHILE RN,33,3
MORANGO ATOMICO,39,8
MORANGO COLORIDO MOLLI,64,4
MORANGO COM PRATO,61,4
MORANGUINHO LINDOS TRACOS,61,7
MORANGUINHO NOS AMAMOS VOCE MORANGUINHO ,64,4
MORANGUINHO SORT,94,8
MORCEGO DIANTEIRO,61,8
MORGOTI,61,8
MOROMINA LIMAO SICILIANO,73,7
MOTION,30,8
MOTIVOS,49,2
MOURO,71,12
MOVERD,33,8
MOYACHI PESO,30,4
MP,9,7
MP CREMYVIT MARTINS UN,9,12
MP DR ,61,7
MP ESCOVETEPED ANEX,95,8
MP PELARGONIUM,39,8
MP PON,9,7
MP SMI PCTE VIDA,49,2
MP SMI PT MERGULHE DE CABECA,70,8
MP UNTA FORMA LT PRODUCAO UN,90,8
MPA,70,8
MPB LOTE RENASEM SP,49,8
MRK ALECRIMNB CANELA,30,12
MRK PRETONB CHEIRO VERDE,84,4
MS ELLOS RED PT TXT,95,8
MS TRES LAGOAS FESTA DE SANTA LUZIA PAROQUIA SANTA LUZIA MOD TRADICIONAL DISPONIBILIDAD,57,8
MT CB VITA ORANGEMI,87,2
MT COOK CAST BR,22,8
MT DE RETALHO,85,10
MT PE BRISKET,19,8
MT PE CERTIFICADO KOSHER,7,8
MT PE LINGUA,62,10
MU RIN GAA PURA COM LAUDO DE PUREZA,49,7
MULTIFUNCIONAL PITAYA SOLIDA,20,15
MULTIMIX INDUSTRIAL,27,7
MULTIUSO LIZA SAVANAPRETO,6,2
MULTIUSO UF ANIS CAM ANIS,15,2
MULTIUSO UF EBA CAM ANIS,94,8
MULTIUSO UF NAT CAM NAT,21,2
MULUNGU ESTOQUE,19,8
MUND HPH,87,2
MUND SOFT,48,2
MUNDIAL JOHANA VERDE SALSA VERDE,48,2
MUNDIDEC SU,48,2
MUSS PLUS VERMELHO EAN,48,2
MX GRAYTOMATO,6,12
MX VERDE ABACATE,21,12
NACIONAL,64,12
NACIONAL BX,64,3
NACIONAL JULI,87,4
NACIONAL JULLI,95,3
NACIONAL KPZ,64,3
NACIONAL MO,44,8
NACIONAL PARTS,61,12
NACIONAL RR,48,8
NACIONAL SC,49,4
NALONE COCO AZUL,33,8
NAMORADO DA MAMAE,20,15
NANOLOTE DENIS VILAS BOAS REIS EM GRAOS,94,15
NANOLOTE LUANA RAFAEL FAGUNDES EM GRAOS,94,9
NANOLOTE MAURICIO DE SOUZA EM GRAOS,94,3
NANOPRO LARANJA,94,3
NANOTECNOLOGIA VERMELHO ML MIRAI,9,12
NAO DEFINIDA TU,49,7
NAO SE CANSEM DE FAZER BEM FLORES,38,2
NAOMELETE QPOD,38,2
NATALIE BRANCO,38,2
NATALIE LARANJA CANDY,34,2
NATU VERM COMPOSTO,32,8
NATURA ESP,7,8
NATURAL COLORS AVELA,85,8
NATURAL COLORS MEL,49,3
NDERM TFT CC,62,7
NEEM GARDEN ML,62,7
NEGRINHA CORRENTINHA MEL,62,7
NEMAT GRS LOTE,61,8
NEO CORACAO,61,8
NEO JACARE,90,4
NEO MARMORATA,90,4
NEO SPOON,64,3
NEON ABOBORA,64,10
NESC INDIA SRP,64,8
NESC INDIA SRP PCC,64,10
NESCDLCGST LATTEMAC VANCOFF BR,33,4
NESLAC SUPR MOCHILA,38,12
NESPRESSO,54,4
NEUROLAW SEM GTIN,38,12
NEW COLOMBIA LILAS ROSA,64,2
NEW LABRO ROSA GLOW,64,3
NEW MAGIC MINDS SB MAT MIGUEL MARTINS LEITE DE MELO UNDSALESIANO DOM BOSCO MS TRES LAGOAS,64,2
NEXTFORMOSA,64,2
NFE COMP REF FALTADESTAQUE ICMS NA NFE ORIGINAL,64,2
NFE COMPELEMENTAR REF NFE,64,2
NFE COMPLEMENTAR DE PRECO BC DO ICMS DO ICMS DO TOTAL DA NOTA ITEM,64,2
NFE COMPLEMENTAR DE PRECO BC DO ICMS ICMS DO TOTAL DA NOTA ITEM,64,2
NFE EMITIDA PARA ANULACAO DE EFEITOS DA NFE DE,64,2
NILDA DA ARGENTINA,30,4
NILDA DA ARGENTINA APEC,30,4
NINHO CATORITA GRANDE CAIXA BEETHOVEN,17,7
NINHO CLASSICO ROSA,61,2
NINHO CORACAO,6,4
NINHO DESMANCHA ESQUENTA,9,4
NINHO MGB,21,9
NINHO NUTRIGOLD GT LIVRO,19,4
NINHO NV ROSA,21,9
NINHO PINGO,49,8
NINHO POP ROSE,61,9
NINHO PREMIUM ROSA,23,8
NINHO PREMIUM VERDE,23,8
NINHO ROSE VALOR,9,4
NINHO SOLAR,0,8
NINHO TRAMA TRADICIONAL,69,2
NINI MARGARIDA,69,8
NINJA LARANJA,41,8
NIRA NIRA,49,7
NITA,49,7
NIVIA CEREJA SINE,94,4
NOBILIS REO,94,4
NOIVINHA MEL,94,4
NOREA DE SANGRIA,62,4
NOREA DE SUBIDA NATURAFRIG NOVA ANDRADINA,62,4
NOV CRUZADAS,44,4
NOVA,48,8
NOVA GRANA,61,4
NOVAFIBRA,63,4
NOVAMARGARIDA ROSA CLARA,57,3
NOVICA ORIGINAL,19,4
NOVO ASSA MAIS,94,4
NOVO MILENIO,19,4
NOVOTRAM,62,4
NP PEPPER,6,12
NQI CAPSULAS GAUER DO BRASIL,22,4
NULA MANGA VERMELHO ROUGE,30,15
NULLA MANGA,61,4
NUTRI FEIRINHA DIVERSOS UN,84,2
NUTRIGORTE RINCAO,73,2
OBI BRANCO POTE UNIDADES,85,8
OBI NACIONAL GOMOS ROXO UNIDADE,21,7
OBI WANN ANAKIN,38,7
OBRIGADA PACOTE COM UND SAI CADA,61,8
OBRYZATUM,61,8
OCCI MAN CAQUI,61,8
OCTAVIO,95,8
OE IMMORTELLE,49,12
OE SEGURELHA GT ITALIA ML,49,2
OGUM ERVAS,49,2
OH ALECRIM CIA,49,1
OIT TMP PDO FDO BCO UND,40,12
OIT TMP PDOFDO BCO,1,2
OITI,49,2
OKASHY INTEGRAL,49,3
OL,49,8
OL APLICAÇÃO MATRIX VARIADOS UNICO,6,7
OL BORD THE SEVENTY FIVE VARIADOS UNICO,65,8
OL CONF FAIXA CRESCENTE VARIADOS UNICO,49,4
OL FAIXA RESPINGO VARIADOS UNICO,49,7
OL IMP,12,8
OL PUMPKING,33,7
OL RAPPER NUMBER ONE VARIADOS UNICO,33,7
OL RETI MC SEVENTY FIVE VARIADOS UNICO,33,7
OL SWAG SLIM RELEVO VARIADOS UNICO,33,9
OLA BEBE ML,6,2
OLA BR UVA,19,4
OLEO,61,12
OLEO ARG EVANES NAO USA NAO USA,60,15
OLEO BRANCO,49,8
OLEO DE LINHACA OU MEDIUM ACRILICO ML,73,15
OLEO DOS SONHOS ALECRIM ML,73,15
OLEO FLORATA BLEND BABY COLIM,73,15
OLEO HIDROREPELL ML,73,15
OLEO INO,73,15
OLEO ML MACA VERDE,34,15
OLEO NAO USAR,62,15
OLEO PURO ML NEGRO MARTE,62,15
OLEO RAST WHITE,52,15
OLEO RECHOT,62,15
OLIVIA,60,15
OM COSMOS GRANEL,62,15
ONEFILL MIX MEDIOMEDIO,34,7
ONORE TRADICIONAL,40,8
OOM TRES LAGOAS,23,10
OP ABA PRODUTOS CARREFOUR,27,15
OP TARJAO FORMATO CM NFE DT,33,15
OPA COMBO PCS SALVIA,33,15
OPTIMA,29,15
OR CH,33,15
OR GANO,33,15
ORAÇÕES MUDAM HISTÓRIAS LARANJA,39,15
OREADA FLAUDINHA,90,15
ORELHA,90,15
ORELHA DE CADARPIO NOVA SOBREMESA,32,15
ORELHA VIVO CRYSTAL,85,15
ORELHA XS,85,15
ORGANICA INTOXICACAO,33,15
ORGANICA MAMITE,69,12
ORGANICA MAMITES,49,7
ORGANICA SODOMIA,49,8
ORI CHINA,64,8
ORICO CTHGYBP,64,15
ORIGEM DA ESPECIE,21,15
ORIGEM DA ESPECIE RECORD,2,7
ORIGEM DA FAMILIA DA PROP PR,49,2
ORIGEMNACIONAL,49,4
ORIGIN,49,1
ORIGIN ,30,8
ORIGIN [REB],49,4
ORIGIN BLACK,30,8
ORIGIN BLACK ,30,7
ORIGIN CARBON,30,7
ORIGIN COLLECTION ESPRESSO GWP,85,3
ORNAMENTAIS DIVERSAS,49,4
ORX OB LARANJA,49,4
OS OVOS DE DORA,49,4
OSCAR,0,8
OSCAR CANNELLE,87,4
OSCAR GOLD,49,9
OSCAR NIEMEYER,39,9
OSCAR ORQUíDEA,49,7
OSCAR PINK,49,7
OSCAR ROMERO,39,9
OSCAR ROSA,31,7
OSCILLOC,39,9
OSSUM AFRICANO ORIGINAL GRAMA UNIDADE,39,9
OST LAMINA CAPILARIDADE PRIMEIRA,39,7
OST MEMENTO FRANQUIA,39,12
OST RAD SUPLEMENTOS NATURAL,39,9
OTHER,39,9
OUROPY LAM PEROLA NEGRA,69,9
OUT DEF MWASH,49,9
OUTRAS KI PECAS,6,12
OUTROS PRODUTOS DA AGRICULTURA CONNECT IMP SC OUTRAS,90,8
OUTROS PRODUTOS DA AGRICULTURA FATIAS UNGARAS OUTROS,49,4
OUTROS PRODUTOS DA AGRICULTURA FATIAS UNGURAS OUTROS,95,3
OUTROS PRODUTOS DA AGRICULTURA LAMBISK MUXIMA   ALIME,61,3
OUTROS PRODUTOS DA AGRICULTURA OUTROS PRODUTOS DA AGRICUL,23,3
OUTROS PRODUTOS DA AGRICULTURA OUTROS PRODUTOS DA AGRICULT,23,3
OUTROS PRODUTOS DA AGRICULTURA RACIO ACEPHATEGKG SP SA,49,3
OUTROS PRODUTOS DA AGRICULTURA SEM ADICAO DE ACUCAR OU DE,49,3
OUTROS PRODUTOS DA AGRICULTURA ZAFERA OUTROS,54,3
OUTROSESPETINHO CHLOE CARAMELO,54,3
OUTROSFISION FORT PREMIUN,30,4
OUTROSPESCOCO COROA CORACAO,9,12
OUTROSPETISCO ANA BLUE,21,12
OUTROSPETISCO ANA WHITE,61,4
OUTROSPORQUINHO,9,15
OUTROSROMA,29,3
OUTROSTAITI,23,7
OVERSIZE MANGA,23,7
OVINO TF,38,7
OVINOSIGO CAIXA,10,7
OVO CAR SK,10,7
OXUM ERVAS,84,7
OXUM ERVAS MIX,38,11
OZ GALAXI PURPLE,4,12
OZONE FISH,84,7
PA GRA OS CASTANHAS,70,15
PA NATURAL,39,12
PACA RAMA XIP,70,15
PACK HAPPU BERRY,42,2
PACK MISTO PACKMISTO,42,12
PACK SUNFLOWERS,42,12
PACK XS MISTO,42,8
PACOTE CASCA,42,12
PACOTE CORACAO NAMORADOS,42,2
PACOTE DE FOLHAS ESTROFES,42,12
PACOTE DE FOLHAS FORNADA DE AMOR,42,12
PACOTE DE FOLHAS PROSA,42,12
PACOTE DE KILOS,40,7
PACOTE DESIDRATADO,42,2
PACOTE ESPETINHO,42,12
PACOTE ESPETINHO UNID,42,7
PACOTE EXTRA FORTE,49,10
PACOTE FUNCIONAL,49,7
PACOTE GRANDE CAM,61,11
PACOTE GUINE,85,10
PACOTE RETALHO ,84,12
PADRO,94,4
PAELLA LUXURY RED,95,4
PAINEK MANHATTAN AVEIA,90,2
PAISAGEM MELANCIA,90,2
PAL EXC,90,2
PALETA,44,4
PALHAS DIPLOMATAS,90,2
PALMER,90,2
PANCARD NOVA SOBREMESA,90,2
PANORAMA HORIZONTE GREGO,32,8
PANTANAL,48,7
PANTANAL CEIA,44,7
PANTANAL PRECO ORIGINAL ,24,8
PAPADA SOFT QSP ML,39,2
PAPAYA,71,2
PAR COMP,63,8
PARA INTEIRA,48,7
PARAISO ARMADO,48,7
PARASITOS,48,7
PARECERES SEM GTIN,6,7
PARIS DURO,16,2
PARODIA AUREINISPINA PT PT,16,2
PARODIA MAIRANANA PT PT,24,7
PARTICULAS SEM GLUTEM PCT,12,7
PARZAO CORACAOESPECIAL,60,2
PASSA UMIDIFICAR,60,2
PASSTHROUGH MISTO,60,2
PAST DI GTR CATI,49,4
PAST FR,63,2
PATBO AC BRAZIL REDONDO BERINGELA,94,10
PATINHO FILHOTES,61,8
PATY PREMIUM ROSA AO,64,9
PAU MULATO,62,15
PAU OLEO,62,15
PAU ÓLEO VIGAMENTO,65,12
PAU PRA MASSA,71,8
PAULA JANDIRA BRAZ GOBBI,49,4
PAULISTA SOBREMESA ML MADIR,9,11
PB CR,6,3
PB FOZ SUPER,9,4
PB PA,9,4
PC PC TIPO,9,4
PCS PRESENTE LEAO,10,8
PCT BRUX MISTO,23,15
PCT UN,19,4
PCTCONF ASIB ABIL ARHA TRIAL,21,15
PCTE,49,3
PCTE OLEO,30,2
PE,49,10
PE ALM,63,2
PE AZ,85,8
PE BOLACHA MFP,94,4
PE CAFE,84,4
PE CAPSULA,23,12
PE CAPSULA MEDIA DUPLA,90,7
PE CM,8,3
PE COM PE,95,2
PE COM PE CAFE,6,12
PE COM PE CBRINDE DOURADO,6,15
PE DIANTEIRO PRETO FAMILY,44,12
PE DIREIRO,44,15
PE DO ESTALEIRO,94,7
PE EGIPCIO UN,70,4
PE FEITO,35,2
PE ITA,73,4
PE LJ,73,4
PE MD,23,12
PE MLQ YOKI,18,12
PE MM,65,2
PE MODELO ORELHA,70,7
PE MONTADO BUNGE,18,12
PE NERY BR,85,8
PE PONTO,96,15
PE TRES FOLHAS,39,10
PE VE,39,2
PE VE SD,39,2
PECAS,31,4
PECAS DIVERSAS SEARA,49,9
PECAS ESPACO GOURMET,44,8
PEDACO,64,8
PEDACO ECONOMICO,60,7
PEDACO SOBREMESA,94,9
PEITO ARTICULADO,39,8
PEITO DE BOMBA,39,8
PEIXE AGRO,39,8
PEIXE ARTE,39,8
PEIXE FLUTUANTE BRANCO,39,8
PEIXINHO,48,7
PEIXINHO AMIGO,39,8
PEIXINHO COM,39,8
PEIXINHO COM FINO,39,8
PEIXINHO CONJ COM UN,39,8
PEIXINHO KIDS,39,8
PEIXINHO UN,39,8
PEIXINHO VERMELHO,11,8
PELE SOBRE PELE TOP AP LB UN DIVERSAS DIVERSAS DIVERSAS,39,8
PEMBAS COLORIDAS,39,8
PENCA,39,8
PENCA MALDIVAS,39,8
PENCA MARIE,39,8
PENCA OXAGUIAN ZAMAKI,39,8
PENEIRADO WAYNE CORDEIRO,39,8
PENTA,39,8
PENTA VV,84,2
PEPITA BRANCA,21,4
PEPITA TRIBUTOS FONTE IBPT,71,2
PEPITA VERMELHAPRETA,95,2
PEPPER DE ANOS,87,2
PEQUENA SEMENTE DONAS FLORES,95,3
PEQUETITOS JUVENIL MISTO,39,3
PERA REPOSIÇÃO CUNHA,95,2
PERCY WATERS HIBRIDA TRADICIONAL,84,2
PERFEITO PARA PRESENTEAR LARANJA,84,2
PERGUNTA HOMESCHOOLL EDI,84,12
PERIOD LINHA SNC,63,8
PEROLA AMORA,39,2
PERSONAL BOV,95,2
PES BUFFET KIEV,95,2
PES CLD SCH,95,2
PES DIANTEIRO ECEL,48,2
PESC LORENA,95,2
PESCOCO,95,2
PET SHOPPING CAMPO GRANDE MS,62,4
PETISCO BANDEJA,96,4
PETISCO CORORIFICO,71,8
PETISCO MEDIO,71,8
PETISCO TURQUESA MAR LARANJA,71,8
PETISCOS,33,7
PETISCOS VARIADOS,83,8
PETIT,49,2
PETIT BEBE CORES,6,10
PETIT BEE,95,12
PETIT BRANCO,95,12
PETIT BUERGER,17,3
PETIT CH,95,8
PETIT CHEF,6,15
PETIT CHEF SHOW,49,12
PETIT DA VOVO,62,3
PETIT DO,82,8
PETIT ELEMENTS FOGO,84,12
PETIT ENFANT CORES DIVERSAS UND,85,8
PETIT FR,42,8
PETIT JA,94,8
PETIT JC,84,2
PETIT JP,20,4
PETIT LEAO PECAS,61,3
PETIT MA,94,2
PETIT MANSUR,31,7
PETIT OURS,8,7
PETIT PANIER,94,4
PETIT PI,16,2
PETIT PINK,21,2
PETIT RF,39,2
PETIT SUNSENSORS,63,8
PETIT TI,44,2
PETIT TROUSANY,90,4
PETSAME COMP UND,95,4
PEVE,42,4
PEXTG ROSA CLARA,42,4
PGD OSSIL OIL CAFE,64,4
PH SACHES OURO PHALLEBAUTY,42,4
PHALE PREMIO,42,4
PHIATHAN VERDE OLIVA,42,4
