prod_xprod,rotulo_cliente,rotulo_ia,capitulo_correto,explicacao
FORMA PARA QUEIJO MUSSARELA E REQUEIJAO 1KG INJESUL,4,39.0,82,IA | A forma é utensílio culinário
APIS CIENCIAS 1 ANO(REFORMULADO),4,49.0,49,IA: Livro didático
GALAO LEITE PLAST. 20L 28072,4,39.0,39,IA: Embalagem plástica
"PÃO INTEGRAL TOP BOM 400G                            0,01UN",4,19.0,19.0,IA: Pão integral é produto de padaria
MELAG VIT C E.FORT C20,4,30.0,21,IA | MELAG VIT C E.FORT C20 é um suplemento alimentar
NANLAC COMF 1A3 F 800G,4,4.0,04,IA: Produto lácteo em pó
NINHO P TRINCA FERRO C SAMAMBAIA,4,44.0,44,IA: Produto de ferro para uso doméstico
GARRAFA DE LEITE 1L,4,39.0,4,CLIENTE: Garrafa de leite é um produto lácteo.
"PAPEL MANTEIGA 28CMX7,5M",4,48.0,48,IA: Papel manteiga é produto de papel
COMPOSTO VIBRACIONAL STRESS ZERO 15ML,4,30.0,30,"IA: Produto vibracional, similar a medicamentos"
D10388 A 3002 G,4,4.0,4,IA: Código sugere produto lácteo
KIT COMPOSTO POR UM SUPORTE E UM SACHE DE FRAGANCIA NATURAL,4,33.0,33.0,IA: Kit aromatizador
KIT COM 02 MEL COLA ANNA TELLES - 500G CADA,4,21.0,04,IA | Mel natural é classificado no capítulo 4.
"COLCHÃO HOSPITALAR INFANTIL D26 - 1,48 X 0,58 X 0,08 - AZUL",4,94.0,94.0,IA: Colchão é item de mobiliário
LEITE AR.IND.NAT.PO,4,4.0,04,IA: Leite é classificado no capítulo 4.
CN NATALINA DIGNIDADE ZERO ALCOOL,4,22.0,22.0,IA: Bebida alcoólica
FORMA PARMESAO 3KG,4,4.0,04,IA: Forma de parmesão é um produto lácteo
NINHO P/ CANARIO TERRA,4,44.0,44,IA: Ninho para canário é produto de animais
BANDEJA ABERTA P/OVOS 3 4 5 007067 NT V,4,48.0,4,IA | BANDEJA É UTILIZADA PARA OVOS
ETIQ BOPP 57X129MM MP001647 DOCE DE LEITE FRIMESA POTE QUADRADO 400G - BEMIS - V04,4,48.0,48,IA | A etiqueta é parte da embalagem do produto.
NINHO HORA DE DORMIR 350G,4,4.0,4,IA: Produto alimentício para bebês
CEFANOL 8X3 KG,4,38.0,38.0,IA: CEFANOL é um produto químico
PAPEL MANTEIGA,4,48.0,48,IA: Papel manteiga é produto de papel
KIT TRINCA FERRO FIBRA LARANJA E MAMAO + EXTRUSADA OVOS E MEL REINO DAS AVES,4,23.0,4,CLIENTE: KIT contém ovos e mel
CPO PP RQ 200/75 LAT. TOP MILKS TRADICIONAL C/1000 - PEDIDO 2024/1995 - 16588,4,4.0,04,IA: Produto lácteo (leite)
BATE CHANTILLY PIRACANJUBA 200G,4,4.0,4,IA: Produto lácteo derivado do leite.
PAPEL MANTEIGA 30X75,4,48.0,48,IA: Papel manteiga é produto de papel
LEI 14133/21 - NOVA LEI DE LICITACOESDETALHAMENTO DE TODOS OS ITENS DESTA FATURA: LEI 14133/21 - NOVA LEI DE LICITACOES,4,49.0,49,IA |  Produto não se encaixa em nenhum capítulo
KIT P MOG MEL C/B MOG MEL 850X2135X120 E GUARN REG - FECH ROSETA TAMBOR,4,44.0,44,IA | KIT CONTÉM MEL NATURAL
ET BATAVO PED MOR V03 100G FLE,4,4.0,04,IA: Produto lácteo (leite em pó)
SETE SANGRIAS PAULISTA,4,22.0,22.0,IA: Bebida alcoólica
DESSORADOR MINAS PADRAO 800GR,4,4.0,4,IA: Produto derivado do leite.
EGUA,4,1.0,4,CLIENTE: Egua é um produto animal
SOBREMESA DIVERSAS,4,4.0,17,IA: Sobremesas são preparações alimentícias
CX.PAP= REF: CAIXA LEITE CONDENSADO FEITO EM MINAS  CORTE E VINCO,4,48.0,4,IA | Caixa de leite condensado é produto lácteo
B NAGA LEITE 10 X 800G,4,4.0,04,IA: Produto lácteo (leite em pó)
P MEL ART 25X240G,4,4.0,04,IA: Mel natural encaixa no Capítulo 4
SOYMAX LEITE 22 F 40KG,4,21.0,04,CLIENTE: Produto derivado do leite.
ESPáTULA PARA MANTEIGA  ESPáTULA DE MANTEIGA GELEIA PATE 1 ESPáTULA,4,82.0,82.0,IA: Utensílio de cozinha
"18397-4 ROT.3 POL.0,08 S/AD A083 110X75MM MUSSARELA PEQUENA",4,4.0,4,IA: Produto lácteo (mussarela)
NANLAC COMFOR FORMULA INFANTIL LATA 2X800G 20OFF NA SEG,4,4.0,1901,IA: Fórmula infantil é classificada como alimento
PRODUTOS NAO LISTADOS - TANQUE PARA LEITE L.240 LT  - OUTROS,4,73.0,84,IA: Tanque para leite é equipamento
BAND  P/30 OVOS  BRANCA  /AMARELA  100 UND REPARCK,4,48.0,4,IA | Produto derivado de ovo.
"JG GUARN MEL. NIAGARA OAK M R4,5 60/10 C/ 5 PC 2300X70X12 P/ PORTAX1000 (FORNECEDOR: 1, LOTE: 420047, QTDE:",4,44.0,44,IA: Mel natural
OVO TIPO 1 CARTELA COM 30 UNIDADES SAO GABRIEL,4,4.0,04,IA: Ovo é classificado no capítulo 4.
COMPOSTO BOTANICO RELAXAMENTO KUR,4,13.0,13.0,"IA: Produto fitoterápico, similar a medicamentos"
PORTUGUESAS BRAZAO,4,,4,CLIENTE: Produto lácteo
"BOI LEVE - 4,115.500",4,2.0,02,IA: Boi leve é carne bovina.
MISTO,4,4.0,4,IA: Misto se encaixa na descrição do Capítulo 4
BOLSA DE MA PL MANTEIGA,4,42.0,42,"IA: A bolsa é feita de plástico, material não alimentício."
THUYA AVICOLA 90 ML,4,33.0,04,CLIENTE: Produto derivado de ave
CLICHE OVOS DE CODORNA NAJU 700G 450X280 G LAMINADO (PET+PE),4,39.0,04,CLIENTE: Ovos são classificados no capítulo 4.
KIT QUEIJO 3 PECAS,4,82.0,04,CLIENTE: Produto lácteo
HORT FRUT SOFT,4,7.0,04,CLIENTE: Produto alimentício
VT ML 395.109/2003,4,,04,CLIENTE: Produto lácteo
NANLAC CONFOR 1 A 3 800G,4,4.0,1901,IA: Preparação para lactentes
BEIJO GREGO,4,21.0,21.0,IA: BEIJO GREGO é um produto lácteo
JOGO DE LENCOL COM 3 PECAS GATINHOS / ROSA IOGURTE / U,4,63.0,63,IA: Jogo de lençol é artigo têxtil
FIBREMS C/10 SACHES 5G,4,21.0,21.0,IA: Produto fibroso para consumo humano
EMPORIO NAT OREGANO KG,4,9.0,09,IA: Oregano é especiaria
18238-49 ROT.3 POL SA008 A210 100X210MM MANTEIGA ALEMA BARRA C/SAL,4,4.0,4,IA: Manteiga é um produto lácteo
ESTAÇÃO MULTI-FUNCIONAL COM SMITH - PRO,4,95.0,84,IA | Estação multifuncional é equipamento
BUSCOVERAN COMPOSTO SOL ORAL 1,4,30.0,30,IA: Produto farmacêutico
DX CS G/O CX CAMPINAS PA 180G 12 BRANCO,4,4.0,04,IA: Produto lácteo (leite em pó)
FORMULA INF NOVAMIL RICE 400G,4,4.0,4,IA: Fórmula infantil é derivado do leite
"BAMBOO MARTAN, ESSÊNCIA - 1X800",4,33.0,33.0,IA: Essência vegetal
JJ- 6781354989 _ 2024_MS_CHAPADAO DO SUL_EQUIPE DE TRABALHO - PAROQUIA SAO PEDRO APOSTOLO- MOD 003 TAMANHO - INFANTIL 06,4,61.0,61,IA: Produto vestuário infantil
CASCA DE OVO BRANCO 100 GR,4,4.0,04,IA: Casca de ovo é produto de ave
FAVO DE MEL,4,4.0,04,IA: Favo de mel é produto do Capítulo 4
COMPOSTO DE POLIPROPILENO COM CARGA P9,4,39.0,39.0,IA: Composto químico
NINHO MAD.PERIQUITO HZ IND.,4,44.0,44,IA: Produto similar a ninho de pássaro
SOBRE TAMP CUBO DT SC CROSCA,4,87.0,87,IA: Produto se encaixa na descrição de peças para veículos
JM -6781354989 -  MOD 003 - 2023 - MS -CHAPADAO DO SUL - 5 ACAMPAMENTO SENIOR TAMANHO - INFANTIL 02 (DISPONIBILIDADE: D,4,63.0,95,IA | Produto é brinquedo infantil
AHO PORO - CX,4,4.0,4,IA: Produto lácteo
OVO YONI PEDRA JASPE VERMELHO IDEAL POMPOARISMO SEM FURO LEIA TODO ANUNCIO REFF 96.9,4,68.0,71,IA: Produto de pedra
PAPEL MANTEIGA P/ PIZZA N. 35 C/ 100 UN.,4,48.0,48,IA: Papel manteiga é produto de papel
ETIQUETA CHEESE FIT 500 UN - R,4,48.0,48,IA: Etiqueta para produto lácteo
MISTO DO CHEF,4,4.0,4,IA: Misto do chef geralmente contém ingredientes lácteos.
PETIT GÂTEAU,4,19.0,19.0,IA: Petit gâteau é um produto de confeitaria.
"ETIQ PVC 150X120,65MM IOGURTE GREGO TRADICIONAL ITAMBE 450G AMCOR 35U - MP002217 / 311961 - V02",4,39.0,39,IA: Etiqueta PVC é produto plástico
BELSPAN COMPOSTO 20ML GOTAS,4,30.0,30,IA: Produto similar a medicamento
CAIXA PETIT 1 10X10X4CM - 7898198011594 -ESTAMPA - 054,4,48.0,48,IA: Caixa de papelão para embalagens
TOTAL VIRGEM BISNAGA 15G,4,33.0,15,IA |  Produto oleaginoso derivado de plantas
SELFCARE FLOR AZUL PB TAMANHO:P,4,33.0,33,IA: Produto de higiene pessoal
"BEZERRA NELORE PO REGISTRADA, 0 A 2 MESES",4,1.0,01,IA: Animal vivo
VAL DE FLORES,4,6.0,06,IA: VAL DE FLORES indica produto floral
FORMULA INF NINHO HORA DORMIR 350G,4,4.0,4,IA: Formula infantil é derivado do leite
"KIT OVOS DECO PINTADO JAR C6, MC002",4,97.0,4,CLIENTE: Ovos são classificados no capítulo 4.
KIT PARA QUEIJO C/4 PECAS,4,82.0,82.0,IA: Kit para queijo é utensílio
COZINHA 06419 PETIT CHEF,4,94.0,94.0,IA: Brinquedo de cozinha
NINHO IDADE ESCOLAR 740G,4,4.0,9503,IA: Produto lúdico para crianças
JOGO AMERICANO IOGA VERDE,4,63.0,9504,IA | Jogo americano é artigo de lazer
CHOCADEIRA DE OVOS LANCAMENTO 2024,4,84.0,84,IA: Chocadeira é equipamento eletrodoméstico
PE PALITO 20CM 15G MEL,4,17.0,17.0,IA: Mel natural
AROEIRA FOLHA KG,4,12.0,12.0,IA: Aroeira é planta
FR PET 30ML TULIPA (B18MM),4,39.0,39.0,"IA: Produto embalado, similar a frasco"
TAMPA PARA CAIXA DE LEITE VACA TETA VAQUINHA COW COM FURO,4,39.0,39,IA: Produto plástico para uso em leite
CLIP STRIP - CREME DE RICOTA S,4,4.0,21,IA: Produto derivado do leite.
HIBISCO QUEBRADO DESIDRATADO 1KG,4,7.0,07,IA: Hibisco é produto agrícola
CAIXA NINHO ABELHA COMPLETA,4,84.0,44,CLIENTE: Caixa para abelhas
PAPEL MANTEIGA,4,48.0,48,IA: Papel manteiga é produto de papel
FEMEA S COBERTURA - 272.500,4,4.0,4,IA: Produto lácteo
EXTRATO DE PROPOLIS C/ VITAMINA C + VIT D3 + ZINCO - 60 CAPS - NUTRALIN,4,21.0,21.0,"IA: Produto à base de própolis, vitamina e minerais."
BATEDEIRA DE MANTEIGA MRN T50 - N .SERIE: 29689,4,84.0,84,IA: Batedora é utensílio de cozinha
CP DANUBIO COTTAGE + GEL.DAMAS,4,4.0,04,IA: Produto lácteo (cottage)
APTANUTRI 3 800G AMAZON,4,4.0,4,IA: Produto alimentar à base de leite.
POCOI TW15-H / COD 1477309 REQ 1955632 SEQ 1,4,,4,CLIENTE: Produto alimentício
NINHO IDADE ESCOLAR 750G,4,4.0,4,IA: Produto lácteo em pó
"055 APTANUTRI 3 PREMIUM 12 A 36 MESES.01X800 %AGR:  22,7900 BASE ST: ********153,35 VALOR ST: **********4,84",4,4.0,04,IA: Produto lácteo para consumo infantil
IMPRESSO CURCUMA PREMIUM 270ML VERSO GHEE,4,15.0,15.0,IA: Produto à base de ghee (manteiga clarificada)
OE PATCHOULI LIGHT - UN (10 ML),4,33.0,33.0,IA: Óleo essencial de patchouli
LTE PLANA ESP GOLD MARROM 71 MM BASE 6.00,4,90.0,87,IA | Veículo terrestre
INC.MASSALA MIRRA CX 25 PCT 7 VAR.P/PCT LOTE BRZ114,4,33.0,33,IA: Especiarias são classificadas no Capítulo 33
PO CASCA DE COCO - 500 G,4,14.0,20,IA | Produto derivado da casca de coco
MEL 57210572 TRENZINHO MADEIRA,4,95.0,04,CLIENTE: Mel natural está no capítulo 4
DBR REG GO/PN/CX CP BRR-DF 10 EC 218 DE STA MARIA,4,4.0,4,IA: Produto lácteo (leite em pó)
V20 BLA 090 LARANJA 36,4,,4,CLIENTE: Produto alimentício
FILME LEITE EM PO INTEGRAL  400G - GLORIA,4,4.0,04,IA: Produto lácteo em pó
NINHO C LA FASES 1800,4,4.0,4,IA: Produto derivado do leite.
TABUAS QUEIJOS FRIOS PORCOES MESA POSTA 25 CM REDONDA 2 PC NOME DO DESENHO:MARFIM;COR:MARFIM,4,44.0,44,IA | Tabuas de queijo são artigos de mesa
ORG CLEAR OVOS FRESH OF150,4,4.0,04,IA: Ovos são classificados no Capítulo 4.
PESCOÇO INFANTIL ALMOFADA NEUTRO,4,94.0,94.0,IA: Produto de uso infantil
CLICHÊ RONI MESSIAS VC 10 KG,4,37.0,37,IA: Clichê é produto gráfico
MELAG VIT C E.FORT C20,4,30.0,21,IA | MELAG VIT C E.FORT C20 é um suplemento alimentar
VIT TRELOSO CLUBINHO LEITE 30X130G,4,19.0,19,IA: Produto lácteo em embalagens
NOVAMIL AR X 400G,4,4.0,04,IA: Produto lácteo em pó.
BANDEJA PARA OVOS NEW BONE MONTANA- BRAN,4,69.0,69,IA: Bandeja para ovos é utensílio
PAPEL MANTEIGA MM 30,4,48.0,48,IA: Papel manteiga é produto de papel
YUMMY GEL COMESTIVEL TERMICO 15ML SEXY FANTASY LEITE CONDENSADO,4,33.0,21,IA | Gel comestível é classificado como preparação alimentar.
POTE PARA MANTEIGA AZUL MARSEILLE - 11X10CM,4,69.0,69,IA: Pote é artigo de mesa
CONJ AZUL SEED T08,4,0.0,4,CLIENTE: Produto alimentício
EMBALAGENS DE OVOS DE GALINHA EM POLPA DE PAPELAO 250 UNIDADES,4,48.0,44,IA | EMBALAGENS DE OVOS SÃO PRODUTOS DE PAPEL
SITIO VARGEM GRANDE B2B1000,4,4.0,4,IA: Produto lácteo
CLICHE PAMFIS QUEIJO MUSSARELA RALADO 1KG 480X320 E LAM (PET+PE),4,39.0,04,CLIENTE: Produto lácteo
CONJUNTOMALHA ANITA- TAMANHO 10,4,61.0,61,IA: Conjunto de malha é vestuário.
ROTULO SLEEVER TERMOENCOLHIVEL - CREME MINAS FRESCAL 200GR,4,39.0,39.0,IA: Rótulo é artigo de embalgem
"JOGO P QUEIJO 5 PCS MONACO 7851 VALOR APROXIMADO DOS TRIBUTOS R$ 5,22 (22,01%) FONTE IBPT",4,82.0,95,IA | Jogo de tabuleiro
COMPOSTO TERPENICO MICOSANI 20ML,4,33.0,33.0,IA: Composto terpenico é substância química
BASIC AMARELO MANTEIGA GG,4,4.0,4,IA: Manteiga é um produto lácteo.
1X18 IPERESPRESSO GUATEMALA 13935590-5,4,9.0,9,IA: Café em grãos
XYLITOL KG HORTI FRUTI KG,7,17.0,17.0,IA: Xilitol é um adoçante derivado de plantas.
ABOBORA KRIAT HW BASTAO 13125,7,7.0,07,IA: Abóbora é produto hortícola
VIGOTA CANELA-MANDIOCA M,7,44.0,7,CLIENTE: Produto alimentício derivado de raiz.
ODO BREEZE SENSATION WONDER 24X5ML-2082,7,33.0,33.0,IA: Produto perfumado
SUPORTE TOMATE,7,73.0,73,IA | Suporte para tomate é estrutura
ACCUFILM CX. 280 FOLHAS.   PARKELL,7,48.0,48,IA: Produto de papel
"055 PEPINO CLASSIC CHEF...............01X300 %AGR:  27,3000 B.ST: *******47,71 V.ST: ********1,74      CXA:       0,266",7,7.0,07,IA | PEPINO É PRODUTO HORTÍCOLA
OREGANO,7,9.0,07,CLIENTE: Oregnao é um produto hortícola
"FRUITT LIFE STRAW 18,9",7,39.0,39.0,IA: Produto plástico para consumo.
CONDIMENTOS PETISCO TEMPERO BAIANO 30 GR,7,9.0,21,IA | Condimentos são classificados em capítulo 21
TOP AGRIAO / PRETO M,7,61.0,07,CLIENTE: Produto hortícola
OE IMMORTELLE,7,33.0,33.0,IA: OE IMMORTELLE sugere produto cosmético
BOLA FEIJAO,7,95.0,07,CLIENTE: Bola de feijão é um produto hortícola
TEMPERO ALHO E SAL AMAFIL 1KG,7,21.0,21.0,IA: Temperos são classificados como produtos alimentícios
"OTAF ROT.3 PP FC CA20 A158 90X175MM-1C COM HORTELA, LIMAO E GENGIBRE",7,21.0,21.0,IA: Produto processado com frutas
LEG VELUDO - ABOBORA - P,7,61.0,61,IA: Legumes de uso decorativo
COGUMELO NOVO P,7,7.0,07,IA: Cogumelos são produtos hortícolas
ESCOVA TIPO PEPINO CADILLAC,7,96.0,96,IA: Escova não é produto agrícola
BICO PAPAGAIO SEM RABO,7,95.0,95,IA: Produto de brinquedo
MULTI BERINJELA FLORIDA MARKET 7896026061513,7,7.0,7,IA: Produto hortícola comestível
C.O PE TRES FOLHAS,7,,07,CLIENTE: Produto hortícola
SOPEIRA BERINJELA,7,69.0,7,CLIENTE: Sopas são preparadas com vegetais
SCS PLAST NP CENOURA RALADA 1KG COOPERAI 20.00 X 26.00 L:359193,7,7.0,7,IA: Produto hortícola processado
REMESSA - CM IMPRIMACAO - ISENTO,7,49.0,49,IA: Remessa de impressão indica produto manufaturado
17137-EXAME-TIPO:IMUNOENSAIO;ESPECIE;SEMIQUANTITATIVA DE ANTICORPOS IGM;DETECCAO:CITOMEGALOVIRUS,7,38.0,38.0,IA: Kit de diagnóstico médico
- PA LENTILHA 1/4X5/8 - RI ZB,7,7.0,7,IA | Lentilhas são produtos hortícolas
OREGANO,7,9.0,07,CLIENTE: Oregnao é um produto hortícola
TRAPOERABA ROXA,7,7.0,7,CLIENTE: Trapoeraba é um vegetal comestível.
ACETAMIDA PURISSIMA 100G,7,29.0,29.0,IA: Acetamida é um composto químico.
AB 50601,7,7.0,7,IA | Produto hortícola
SAL PARRILHA ALHO SOETO 320GR         20,7,25.0,21,IA: Sal é classificado como produto alimentício
POTE GRANDE - SAL COM ALHO 480G,7,21.0,21.0,IA: Sal com alho é condimento
AGAPANTHUS ROXO,7,6.0,06,IA: Agapanthus é planta ornamental
PILAO DE ALHO PLASTICO,7,39.0,39.0,IA: Produto de plástico.
PT GRAU DIREITO HORTI FRUTI PREMIUM 350 X 225MM PRETO,7,39.0,39.0,IA: Produto de plástico para horta.
OREGANO,7,9.0,07,CLIENTE: Oregnao é um produto hortícola
HYDRATE 500G,7,21.0,21.0,"IA: Produto desidratado, similar a alimentos."
SAL ROSA/ALHO/CEBOLA BR SPICES 70G C/MOEDOR,7,21.0,21.0,IA: Especiarias são classificadas no capítulo 21
ESSENC ANTITABACO NACIONAL,7,33.0,33.0,IA: Essencial antitabaco é medicamento
HORTFRUIT MORICOTA,7,8.0,07,CLIENTE: Hortfruti é um produto hortícola
MODIFICADOR ORGANICO VALLE 500 ML,7,33.0,33.0,IA: Modificador orgânico é produto químico
SAL DE PARRILLA E PIMENTA E ALHO CANTA GALLO NETAO 250G CANTA GALLO UN,7,25.0,21,"IA: Produto condimentado, classificado como especiarias."
SAL ESPECIAL COM ALHO E CEBOLA 300G,7,21.0,21.0,IA: Sal aromatizado é classificado como alimento preparado.
VASO ABOBORA -,7,69.0,69,IA: Vaso é item de decoração.
ALFARROBA EM PO 200G SANTO OLEO,7,8.0,8,IA: Alfarroba em pó é produto processado
VASOS DE HORTELA,7,7.0,7,CLIENTE: Vasos de hortela são produtos hortícolas
OREGANO,7,9.0,07,CLIENTE: Oregnao é um produto hortícola
ROTULOS - ALHO E CEBOLA 80G. 150X52MM 5X0 BOPP METALIZADO.,7,48.0,48,IA: Rótulos são embalagens
SELDORA VACUO,7,,07,CLIENTE: Produto hortícola
PIMENTAO PORCELANA C/ PARAFUSO,7,85.0,7,CLIENTE: Pimentão é produto hortícola
PIMENTA ANDINA BL 10 UN *,7,7.0,7,IA: Pimenta é produto hortícola
SAQUINHO DE BATATA BK 22X11FD 6000UND,7,48.0,48,IA: Saquinho de batata é embalagem
OSSO CENOURA CAIXA C/30 PCS,7,23.0,23,IA: Ossos são produtos de origem animal
"EXT 3 X 0,75MM 10 MTS C/ TOM TRIPL PRETA",7,85.0,85,IA: Fio elétrico
CARREGADORCEL TOM EPTA200,7,85.0,85,IA: Carregador é dispositivo eletrônico.
BICO PAPAGAIO SEM RABO,7,82.0,82,IA: Bico de papagaio é um artigo de brinquedos.
0007 ABOBORA GRANDE P/PENDURAR,7,7.0,7,IA: Abóbora é produto hortícola
ABOBORA BALDE PRETO,7,39.0,07,CLIENTE: Abóbora é produto hortícola
PLANTADEIRA DE MANDIOCA 2 LINHAS,7,84.0,84,IA: Máquina agrícola
OUTROS/MORANGA M,7,7.0,07,IA: Moranga é um produto hortícola.
LEG F PERFORMANCE ALECRIM P,7,61.0,7,CLIENTE: Produto hortícola
W S/S VNK NEW FAVE CORE TH100 PP,7,61.0,61,IA: Produto têxtil
EXPRESSO VIBRANTE,7,,7,CLIENTE: Produto alimentício.
REC 50068570-0 CAPSULAS CADASTRADA 2X1 UN,7,30.0,30.0,IA: Produto farmacêutico
ID-6796969850MSPONTA PORAMIL AVE-MARIAS - PAROQUIA DIVINO ESPIRITO SANTO - MOD. 002 TAMANHO - TAM. ESPECIAL EX2 (DISP,7,62.0,7,CLIENTE: Produto vegetal
HORTELA 10X5 ST,7,7.0,7,IA: Produto hortícola
FOLHAS DE CONTRIBUICAO - 2017,7,49.0,49,IA: Folhas de contribuição são produtos de papelaria.
EMBALAGEM BATATA CHEDDAR 600UN,7,48.0,48,IA: Embalagem indica produto processado
ESSENC. CANELA 010018,7,33.0,33.0,IA: Essencial de canela é derivado vegetal
"GEOMETRIC - POTE, 500 ML - ALHO (CAIXA C/ 15)",7,20.0,20,"IA: Produto processado, embalado"
CX BATATA FRITAS TIPO MC - PADRAO,7,7.0,7,IA: Produto processado a partir de batata.
FOR BABY COGUMELO,7,95.0,95,IA: Brinquedo para bebê
FLORES *(VERMELHO CORAL/AMA SOL/LARANJA CENOURA/RISTAL),7,6.0,06,IA: Flores são produtos da natureza
PORTA CONDIMENTOS CEBOLA,7,39.0,7,CLIENTE: Porta condimentos indica uso culinário
BALANCA 500G TOMATE,7,84.0,07,CLIENTE: Tomate é produto hortícola
KIT BIJUS CENOURA,7,71.0,71,CLIENTE: Kit bijus cenoura indica ornamento
REC 11570790-0 CAPSULAS CADASTRADA 2X1 UN,7,30.0,30,IA: Produto farmacêutico
OREGANO 01 KG,7,9.0,09,IA: OREGANO é especiaria
"PANTANAL 65 PRECO ORIGINAL R$:113,45",7,,7,CLIENTE: Produto alimentício
B-525 PRO HF 883464 CX 4X5L,7,38.0,85,IA | Produto eletrônico
FRANGUET VEGETAL CX 300G,7,21.0,21.0,IA: Produto processado à base de vegetais.
CARTEIRA MAXIXE - CARAMELO,7,42.0,42,IA: Produto de couro/material similar
INTERCONECTOR 6338 DES 1401113D - 1401081D 316L,7,73.0,73,IA: Produto metálico para conexões.
ABOBORA BALDE PRETO,7,39.0,07,CLIENTE: Abóbora é produto hortícola
NL MC VELUSO ESST AZUL FLOR BEGE GISELE PEDROZO M,7,61.0,61,IA: Produto têxtil
BETERRABA 8 CELULAS,7,7.0,07,IA: Beterraba é um produto hortícola
EMBALAGEM BATATA 100G,7,48.0,48,IA: Embalagem indica produto processado
4066 - TG66 - ALECRIM G,7,7.0,7,IA | ALECRIM É UMA PLANTA COMESTÍVEL
COELHO C/CENOURA 10CM # PAS0063,7,95.0,7,CLIENTE: Coelho é produto alimentício
ENERMAX-HF - 30 KG,7,38.0,38.0,IA: Produto químico (fertilizante)
SALT GROSSO COM ALHO GOURMET 500 G,7,25.0,21,IA | Sal grosso é classificado como condimento
UPTEC RUCULA HD1 20 KG,7,7.0,7,IA: Produto hortícola (20kg)
MORANGA AMARELA,7,7.0,07,IA: Moranga é um produto hortícola.
RUBEOLA 13G - VERDE,7,30.0,30,IA: Produto químico para controle de pragas
OREGANO,7,9.0,07,CLIENTE: Oregnao é um produto hortícola
SACO RUCULA VERDE C/1000 UND,7,7.0,7,IA: Produto hortícola comestível
PROCTAN HEMORROIDAS 25G,7,30.0,30,IA: Medicamento para hemorroidas
CAIXA NOVO HAMBURGO AF4660,7,48.0,48.0,"IA: Produto embalado, similar a utensílio"
CANTUS FR 500 GRS - ORIGEM 5,7,,7,CLIENTE: Produto hortícola
INSECT 20KG HELMESTAR,7,38.0,38.0,IA: Produto químico para controle de pragas
EXTRATO DE AGRIAO L MATERIA PRIMA,7,7.0,7,IA: Extracto de agrião é produto hortícola
INSULINA FOLHA 25G,7,30.0,30,IA: Insulina é medicamento
COR:BERINGELA;TAMANHO:P,7,7.0,7,IA: Produto hortícola
OREGANO ZAELI 10X7 - SC,7,9.0,7,CLIENTE: Oregano é um produto hortícola
CANUT 9MM PRATA 21 500G,7,71.0,71,IA | CANUT é um produto de metal.
THR320 (ORIGIN),7,,7,CLIENTE: Produto alimentício.
EMBALAGENS CONICAS S/I MED.24X14X35 P/RUCULA HID,7,39.0,39,IA: Embalagens são classificadas no capítulo 39
GIBI CEBOLINHA FABULAS,7,49.0,49,IA: Produto cultural
BOLA FEIJAO LARANJA 45CMX90CM,7,95.0,95,"IA: Bola é brinquedo, não alimento"
UPTEC ALFACE HD1 20 KG *,7,7.0,07,IA: Produto hortícola
"ETOFADO COIMBRA IMPERIAL 2,42 ESTOFADOS IMPERIAL",7,94.0,94.0,IA: Produto estofado
"FRUITT LIFE STRAW 18,9",7,39.0,39.0,IA: Produto de plástico para consumo.
UPTEC ALFACE HD1 20 KG,7,7.0,7,IA: Produto hortícola comestível
NUFURON (ALLY) - CX 100X10 GR 0 KG,7,30.0,30,IA: Produto químico para agricultura
E.V.A APLIKS MEDIO 172 ABOBORA,7,39.0,39.0,IA: Material plástico para artesanato
OREGANO,7,9.0,07,CLIENTE: Oregnao é um produto hortícola
FAIXA INVERNADA LISO TOMATE ADULTO 7899827756619,7,62.0,7,CLIENTE: Produto hortícola
SOUSPLAT PIMENTA,7,69.0,20,CLIENTE: Sousplat é um condimento
VERDURAS DIVERSAS BANDEJA,7,7.0,07,IA: Verduras são produtos hortícolas
"CHEIRO DO RALO, O 9788535919189",7,49.0,49,IA | Livro
PAINEL ABOBORA GRD 44X38CM,7,94.0,94,IA: Painel decorativo
ABOBORA DECORATIVA HALLOWEEN - UNIDADE,7,95.0,95,IA: Abóbora decorativa não é alimento.
KIT MINI NINJA II PIMENTA SEXY VERMELHO.,7,33.0,95,IA | KIT DE BRINQUEDOS SEXUAIS
GARRAFA CHUCHU G,7,39.0,39.0,IA: Produto de plástico
SAL PARRILHA ALHO SOETO 320GR          1,7,25.0,21,IA: Sal é classificado como produto alimentício
EMBALAGENS CONICAS HID MED.24X14X25 P/RUCULA HID,7,39.0,39,IA: Embalagens são classificadas no capítulo 39
OREGANO,7,7.0,07,IA: OREGANO é um produto hortícola
"AIPO - SALSãO 0,5G (REF 024)",7,7.0,7,IA | AIPO É PRODUTO HORTÍCOLA
ALMOFADA COGUMELO NOZES,7,94.0,94,IA: Produto de decoração
"055 CEBOLINHA CRISTAL CLASSIC CHEF VD.01X100 %AGR:  27,3000 BASE ST: *********21,75 VALOR ST: **********0,79",7,7.0,7,IA | CLIENTE: Produto hortícola
FOLHAS DE AMORA,7,12.0,07,CLIENTE: Folhas de amora são produtos hortícolas.
E.V.A APLIKS MEDIO 172 ABOBORA,7,39.0,39.0,IA: Material plástico para artesanato
